history_id,seed,history_number,n_records,scenario,query_number,query_id,target_evidence_id,query_sha256,method,routing_vectors_scored,route_ms,total_search_ms,evidence_recalled,oracle_reader_correct,predicted_evidence_id,records_read,raw_vectors_scored,leaf_blocks_read,read_score_ms
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,raw_full_scan,0,0.000375,0.009625,1,1,206,256,256,16,0.00925
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,flat_1,16,0.002042,0.0069169999999999995,1,1,206,16,16,1,0.004875
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,flat_2,16,0.001916,0.007207,1,1,206,32,32,2,0.005291
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,flat_4,16,0.001417,0.006625,1,1,206,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,tree_beam_1,8,0.008083,0.012792,1,1,206,16,16,1,0.004709
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,tree_beam_2,12,0.008,0.012916,1,1,206,32,32,2,0.004916
n256_seed83_history0,83,0,256,topic_grouped,8,n256_seed83_history0_q8,206,c956d50f13b5d4028a22a8fdaaf539727a0565ec8e55ca85e9dbcea7edc40e0a,tree_beam_4,20,0.00725,0.012375,1,1,206,64,64,4,0.005125
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,raw_full_scan,0,0.000333,0.0095,1,1,205,256,256,16,0.009167
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,flat_1,16,0.002042,0.006999999999999999,1,1,205,16,16,1,0.004958
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,flat_2,16,0.001875,0.007125,1,1,205,32,32,2,0.00525
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,flat_4,16,0.0015,0.006750000000000001,1,1,205,64,64,4,0.00525
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,tree_beam_1,8,0.008041,0.012832,1,1,205,16,16,1,0.004791
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,tree_beam_2,12,0.007917,0.012875000000000001,1,1,205,32,32,2,0.004958
n256_seed83_history0,83,0,256,topic_grouped,9,n256_seed83_history0_q9,205,236680b1a83db89529fa11d46a986581182532aeaf00b3ef1f3780533c8f2a9a,tree_beam_4,20,0.007166,0.012249,1,1,205,64,64,4,0.005083
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,raw_full_scan,0,0.000333,0.009499,1,1,163,256,256,16,0.009166
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,flat_1,16,0.002084,0.007001,1,1,163,16,16,1,0.004917
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,flat_2,16,0.001958,0.007041,1,1,163,32,32,2,0.005083
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,flat_4,16,0.001375,0.006584,1,1,163,64,64,4,0.005209
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,tree_beam_1,8,0.007959,0.012626000000000002,1,1,163,16,16,1,0.004667
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,tree_beam_2,12,0.007792,0.012792000000000001,1,1,163,32,32,2,0.005
n256_seed83_history0,83,0,256,topic_grouped,10,n256_seed83_history0_q10,163,5289c422ceeb488da3bf3129c3cae498f78740ece25b75c1e6c8abe954f0b64e,tree_beam_4,20,0.007292,0.0125,1,1,163,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,raw_full_scan,0,0.000375,0.009667,1,1,2,256,256,16,0.009292
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,flat_1,16,0.002084,0.007001,1,1,2,16,16,1,0.004917
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,flat_2,16,0.002,0.007125,1,1,2,32,32,2,0.005125
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,flat_4,16,0.001458,0.006666,1,1,2,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,tree_beam_1,8,0.007833,0.012541,1,1,2,16,16,1,0.004708
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,tree_beam_2,12,0.007917,0.012917000000000001,1,1,2,32,32,2,0.005
n256_seed83_history0,83,0,256,topic_grouped,11,n256_seed83_history0_q11,2,d6c0b63629cb0079eb254d6622af3d9b608eb63f54c7d23f1e774fed49cbc0d6,tree_beam_4,20,0.007166,0.012291,1,1,2,64,64,4,0.005125
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,raw_full_scan,0,0.000416,0.009748999999999999,1,1,244,256,256,16,0.009333
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,flat_1,16,0.002084,0.007043,1,1,244,16,16,1,0.004959
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,flat_2,16,0.001875,0.006833,1,1,244,32,32,2,0.004958
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,flat_4,16,0.001417,0.006667,1,1,244,64,64,4,0.00525
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,tree_beam_1,8,0.008,0.012750000000000001,1,1,244,16,16,1,0.00475
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,tree_beam_2,12,0.007834,0.012876,1,1,244,32,32,2,0.005042
n256_seed83_history0,83,0,256,topic_grouped,12,n256_seed83_history0_q12,244,8d28be2d8ae221d6aaa50da2b5cf909c18e8f56c23f0c27a2ebffa1cb8d3cfe4,tree_beam_4,20,0.00725,0.012458,1,1,244,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,raw_full_scan,0,0.000334,0.009417,1,1,122,256,256,16,0.009083
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,flat_1,16,0.002,0.006875,1,1,122,16,16,1,0.004875
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,flat_2,16,0.001875,0.007125,1,1,122,32,32,2,0.00525
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,flat_4,16,0.0015,0.006708,1,1,122,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,tree_beam_1,8,0.007958,0.012667,1,1,122,16,16,1,0.004709
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,tree_beam_2,12,0.007792,0.012667000000000001,1,1,122,32,32,2,0.004875
n256_seed83_history0,83,0,256,topic_grouped,13,n256_seed83_history0_q13,122,c2528482121d894ace7bcb563c55696b213be25ac484f0f29f9603aa27de5a5a,tree_beam_4,20,0.007208,0.012416,1,1,122,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,raw_full_scan,0,0.000416,0.009666,1,1,206,256,256,16,0.00925
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,flat_1,16,0.002,0.006958,1,1,206,16,16,1,0.004958
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,flat_2,16,0.002125,0.00725,1,1,206,32,32,2,0.005125
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,flat_4,16,0.001417,0.00675,1,1,206,64,64,4,0.005333
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,tree_beam_1,8,0.007875,0.012666,1,1,206,16,16,1,0.004791
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,tree_beam_2,12,0.007917,0.012959,1,1,206,32,32,2,0.005042
n256_seed83_history0,83,0,256,topic_grouped,14,n256_seed83_history0_q14,206,997026ba815a17940ae59ec60ecaf96a5ac802d87853d3571dab36fece1d1d47,tree_beam_4,20,0.00725,0.012417000000000001,1,1,206,64,64,4,0.005167
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,raw_full_scan,0,0.000375,0.009666000000000001,1,1,108,256,256,16,0.009291
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,flat_1,16,0.002083,0.0071660000000000005,1,1,108,16,16,1,0.005083
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,flat_2,16,0.0015,0.005417,1,1,108,32,32,2,0.003917
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,flat_4,16,0.001458,0.006667,1,1,108,64,64,4,0.005209
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,tree_beam_1,8,0.008083,0.012750000000000001,1,1,108,16,16,1,0.004667
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,tree_beam_2,12,0.008,0.012917000000000001,1,1,108,32,32,2,0.004917
n256_seed83_history0,83,0,256,topic_grouped,15,n256_seed83_history0_q15,108,9aca2d9aabdf0bd839648ff4d663d3b79119ded56549840256bbe001b0720933,tree_beam_4,20,0.007209,0.012334000000000001,1,1,108,64,64,4,0.005125
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,raw_full_scan,0,0.000375,0.009584,1,1,120,256,256,16,0.009209
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,flat_1,16,0.002,0.006958,1,1,120,16,16,1,0.004958
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,flat_2,16,0.001917,0.007125,1,1,120,32,32,2,0.005208
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,flat_4,16,0.001417,0.006625,1,1,120,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,tree_beam_1,8,0.007959,0.012709000000000002,1,1,120,16,16,1,0.00475
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,tree_beam_2,12,0.008,0.012833,1,1,120,32,32,2,0.004833
n256_seed83_history0,83,0,256,topic_grouped,16,n256_seed83_history0_q16,120,9c9fda2d2378e26f12d0e8033682454c5cebd141ac35cf3421aa96749308630b,tree_beam_4,20,0.008292,0.013584,1,1,120,64,64,4,0.005292
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,raw_full_scan,0,0.000334,0.009583999999999999,1,1,112,256,256,16,0.00925
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,flat_1,16,0.002041,0.006999999999999999,1,1,112,16,16,1,0.004959
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,flat_2,16,0.001917,0.007084,1,1,112,32,32,2,0.005167
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,flat_4,16,0.001417,0.006667,1,1,112,64,64,4,0.00525
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,tree_beam_1,8,0.007917,0.012584000000000001,1,1,112,16,16,1,0.004667
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,tree_beam_2,12,0.00825,0.013375000000000001,1,1,112,32,32,2,0.005125
n256_seed83_history0,83,0,256,topic_grouped,17,n256_seed83_history0_q17,112,bc94e428e150cd9f94178634fecf616b9a37ba211d02f2a4ccecf41eab03cd0d,tree_beam_4,20,0.006708,0.011916,1,1,112,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,raw_full_scan,0,0.000375,0.009583,1,1,14,256,256,16,0.009208
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,flat_1,16,0.001958,0.0068330000000000005,1,1,14,16,16,1,0.004875
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,flat_2,16,0.001833,0.007041,1,1,14,32,32,2,0.005208
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,flat_4,16,0.001417,0.006542,1,1,14,64,64,4,0.005125
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,tree_beam_1,8,0.008,0.012708,1,1,14,16,16,1,0.004708
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,tree_beam_2,12,0.007875,0.012833,1,1,14,32,32,2,0.004958
n256_seed83_history0,83,0,256,topic_grouped,18,n256_seed83_history0_q18,14,ea6615fecae503d2f463473843e665582408e03d3df84679695653734bfe4a4b,tree_beam_4,20,0.007167,0.012334,1,1,14,64,64,4,0.005167
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,raw_full_scan,0,0.000333,0.009499,1,1,0,256,256,16,0.009166
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,flat_1,16,0.002,0.006958,1,1,0,16,16,1,0.004958
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,flat_2,16,0.001959,0.0071259999999999995,1,1,0,32,32,2,0.005167
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,flat_4,16,0.0015,0.006666,1,1,0,64,64,4,0.005166
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,tree_beam_1,8,0.007958,0.012708,1,1,0,16,16,1,0.00475
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,tree_beam_2,12,0.007959,0.012876000000000002,1,1,0,32,32,2,0.004917
n256_seed83_history0,83,0,256,topic_grouped,19,n256_seed83_history0_q19,0,0bf2c7b13339f7f05fbb5879b90f47c21252badf5e21aac1611007cd4515eccd,tree_beam_4,20,0.007084,0.012293,1,1,0,64,64,4,0.005209
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,raw_full_scan,0,0.000375,0.009708,1,1,154,256,256,16,0.009333
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,flat_1,16,0.002125,0.007125,0,0,159,16,16,1,0.005
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,flat_2,16,0.002125,0.006542,0,0,149,32,32,2,0.004417
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,flat_4,16,0.001417,0.006791999999999999,0,0,149,64,64,4,0.005375
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,tree_beam_1,8,0.008125,0.012917000000000001,0,0,159,16,16,1,0.004792
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,tree_beam_2,12,0.007916,0.012916,0,0,149,32,32,2,0.005
n256_seed83_history0,83,0,256,topic_shuffled,0,n256_seed83_history0_q0,154,dc79c5cf820f8db2cc88aa41bab7834b07a3bb5fc4bb98d7d000eab94603b516,tree_beam_4,20,0.006917,0.012125,0,0,149,64,64,4,0.005208
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,raw_full_scan,0,0.000333,0.009416,1,1,126,256,256,16,0.009083
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,flat_1,16,0.002083,0.007083000000000001,0,0,112,16,16,1,0.005
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,flat_2,16,0.001875,0.007166,0,0,112,32,32,2,0.005291
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,flat_4,16,0.001417,0.006667,0,0,112,64,64,4,0.00525
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,tree_beam_1,8,0.008042,0.012792000000000001,0,0,112,16,16,1,0.00475
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,tree_beam_2,12,0.008542,0.013791999999999999,0,0,112,32,32,2,0.00525
n256_seed83_history0,83,0,256,topic_shuffled,1,n256_seed83_history0_q1,126,6d0f0a1f63b16193039c9d512d216c9b6df71cd16ba76bf140baf02da3221a52,tree_beam_4,20,0.006959,0.012168,0,0,112,64,64,4,0.005209
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,raw_full_scan,0,0.000375,0.009625,1,1,19,256,256,16,0.00925
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,flat_1,16,0.002084,0.007084,0,0,28,16,16,1,0.005
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,flat_2,16,0.00225,0.007875,0,0,28,32,32,2,0.005625
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,flat_4,16,0.001542,0.006792,1,1,19,64,64,4,0.00525
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,tree_beam_1,8,0.008125,0.013250000000000001,0,0,28,16,16,1,0.005125
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,tree_beam_2,12,0.008084,0.013125999999999999,1,1,19,32,32,2,0.005042
n256_seed83_history0,83,0,256,topic_shuffled,2,n256_seed83_history0_q2,19,a800f4574a7efc4d4dcf9e470afef0c258058a357627e45be0b6a46c402e360a,tree_beam_4,20,0.007,0.0125,1,1,19,64,64,4,0.0055
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,raw_full_scan,0,0.000375,0.009625,1,1,217,256,256,16,0.00925
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,flat_1,16,0.002083,0.007083000000000001,0,0,219,16,16,1,0.005
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,flat_2,16,0.001958,0.0071660000000000005,0,0,219,32,32,2,0.005208
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,flat_4,16,0.001542,0.006959,1,1,217,64,64,4,0.005417
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,tree_beam_1,8,0.008125,0.012875000000000001,0,0,220,16,16,1,0.00475
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,tree_beam_2,12,0.008417,0.013624999999999998,0,0,219,32,32,2,0.005208
n256_seed83_history0,83,0,256,topic_shuffled,3,n256_seed83_history0_q3,217,e16f5305173908864f47c8e4a7927bd42b1dfbe0e918857d0d3f3099b95a0b98,tree_beam_4,20,0.007042,0.012292,1,1,217,64,64,4,0.00525
n256_seed83_history0,83,0,256,topic_shuffled,4,n256_seed83_history0_q4,176,1dd2633513d9d433a05bede6fe3bc5df1f45bf5c06825cca37ca06a6f08f75d4,raw_full_scan,0,0.000334,0.009541999999999998,1,1,176,256,256,16,0.009208
n256_seed83_history0,83,0,256,topic_shuffled,4,n256_seed83_history0_q4,176,1dd2633513d9d433a05bede6fe3bc5df1f45bf5c06825cca37ca06a6f08f75d4,flat_1,16,0.002166,0.007540999999999999,0,0,188,16,16,1,0.005375
n256_seed83_history0,83,0,256,topic_shuffled,4,n256_seed83_history0_q4,176,1dd2633513d9d433a05bede6fe3bc5df1f45bf5c06825cca37ca06a6f08f75d4,flat_2,16,0.002,0.007333,0,0,188,32,32,2,0.005333
